"iNaturalist.taxon.name","iNaturalist.taxon.ID","Taxon.name","ambiguousNameMatch","nameStatus","Common.name","Author","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Date.observed","Description","Recorded.by","Captive.Cultivated","Quality.grade","coordinateUncertaintyInMeters","timestamp","long","lat"
"Lichenomphalia ericetorum",1497645,"Lichenomphalia ericetorum",0,"accepted","Lichen Agaric",,"Fungi","Basidiomycota","Agaricomycotina","","Agaricomycetes","Agaricomycetidae","","Agaricales","Hygrophorineae","","","Hygrophoraceae","Lichenomphalioideae","Lichenomphalieae","Lichenomphalia","ericetorum","iNat:114482193","2022-05-01T11:18:00-07:00",,"Andrew Simon","false","research",25,2022-05-01 18:18:00,-123.370935,48.909385
"Peltigera hymenina",69730,"Peltigera hymenina",0,"accepted","",,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Peltigeraceae","","","Peltigera","hymenina","iNat:114482196","2022-05-01T11:19:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-01 18:19:00,-123.370917,48.909408
"Blennothallia fecunda",462484,"Blennothallia fecunda",0,"accepted","",,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Collemataceae","","","Blennothallia","fecunda","iNat:114482195","2022-05-01T11:24:00-07:00",,"Andrew Simon","false","research",39,2022-05-01 18:24:00,-123.371036,48.909481
"Imbribryum miniatum",538114,"Imbribryum miniatum",0,"accepted","Glossy Red Bryum Moss",,"Plantae","Bryophyta","","","Bryopsida","","","Bryales","","","","Bryaceae","","","Imbribryum","miniatum","iNat:114482208","2022-05-01T11:25:00-07:00",,"Andrew Simon","false","research",25,2022-05-01 18:25:00,-123.371788,48.909622
"Ptychostomum pseudotriquetrum",68300,"Ptychostomum pseudotriquetrum",0,"accepted","Long-leaved Thread Moss",,"Plantae","Bryophyta","","","Bryopsida","","","Bryales","","","","Bryaceae","","","Ptychostomum","pseudotriquetrum","iNat:114482211","2022-05-01T11:25:00-07:00",,"Andrew Simon","false","research",25,2022-05-01 18:25:00,-123.371847,48.909607
"Philonotis fontana",133809,"Philonotis fontana",0,"accepted","Fountain Apple-moss",,"Plantae","Bryophyta","","","Bryopsida","","","Bartramiales","","","","Bartramiaceae","","","Philonotis","fontana","iNat:114482219","2022-05-01T11:26:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-01 18:26:00,-123.371883,48.909612
"Ceratodon purpureus",123117,"Ceratodon purpureus",0,"accepted","Redshank",,"Plantae","Bryophyta","","","Bryopsida","","","Dicranales","","","","Ditrichaceae","","","Ceratodon","purpureus","iNat:114482227","2022-05-01T11:26:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-01 18:26:00,-123.371877,48.909607
"Anisolabis maritima",127193,"Anisolabis maritima",0,"accepted","Maritime Earwig",,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Dermaptera","Neodermaptera","Epidermaptera","Anisolabidoidea","Anisolabididae","Anisolabidinae","","Anisolabis","maritima","iNat:114482234","2022-05-01T11:28:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-01 18:28:00,-123.372094,48.909678
"Racomitrium",1486687,"Racomitrium",0,"accepted","",,"Plantae","Bryophyta","","","Bryopsida","","","Grimmiales","","","","Grimmiaceae","","","Racomitrium","","iNat:114482249","2022-05-01T11:28:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-01 18:28:00,-123.372097,48.909677
"Juliformia",372724,"Juliformia",0,"accepted","Round-backed Millipedes",,"Animalia","Arthropoda","Myriapoda","","Diplopoda","Chilognatha","Juliformia","","","","","","","","","","iNat:114482250","2022-05-01T11:33:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-01 18:33:00,-123.372267,48.90968
"Tortula muralis",123498,"Tortula muralis",0,"accepted","Wall Screw-moss",,"Plantae","Bryophyta","","","Bryopsida","","","Pottiales","","","","Pottiaceae","","","Tortula","muralis","iNat:114482263","2022-05-01T11:39:00-07:00",,"Andrew Simon","false","research",25,2022-05-01 18:39:00,-123.373433,48.909958
"Erythranthe microphylla",453717,"Erythranthe microphylla",0,"accepted","Small-leaf Monkeyflower",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Phrymaceae","","","Erythranthe","microphylla","iNat:114482275","2022-05-01T11:41:00-07:00",,"Andrew Simon","false","research",25,2022-05-01 18:41:00,-123.373444,48.909944
"Pinus contorta",48934,"Pinus contorta",0,"accepted","lodgepole pine",,"Plantae","Tracheophyta","","","Pinopsida","","","Pinales","","","","Pinaceae","Pinoideae","","Pinus","contorta","iNat:114482273","2022-05-01T11:48:00-07:00",,"Andrew Simon","false","research",25,2022-05-01 18:48:00,-123.374422,48.910094
"Pleurozium schreberi",130677,"Pleurozium schreberi",0,"accepted","Red-stemmed Feather Moss",,"Plantae","Bryophyta","","","Bryopsida","","","Hypnales","","","","Hylocomiaceae","","","Pleurozium","schreberi","iNat:114482278","2022-05-01T11:49:00-07:00",,"Andrew Simon","false","research",25,2022-05-01 18:49:00,-123.374605,48.91006
"Cladonia portentosa pacifica",340879,"Cladonia portentosa pacifica",0,"accepted","Maritime Reindeer Lichen",,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Cladoniaceae","","","Cladonia","portentosa","iNat:114482288","2022-05-01T11:50:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-01 18:50:00,-123.37461,48.910058
"Schistochilopsis incisa",786089,"Schistochilopsis incisa",0,"accepted","Jagged Notchwort",,"Plantae","Marchantiophyta","","","Jungermanniopsida","Jungermanniidae","","Jungermanniales","Cephaloziineae","","","Scapaniaceae","","","Schistochilopsis","incisa","iNat:114482293","2022-05-01T11:51:00-07:00",,"Andrew Simon","false","research",25,2022-05-01 18:51:00,-123.374773,48.910012
"Rhizomnium",68068,"Rhizomnium",0,"accepted","",,"Plantae","Bryophyta","","","Bryopsida","","","Bryales","","","","Mniaceae","","","Rhizomnium","","iNat:114482298","2022-05-01T11:54:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-01 18:54:00,-123.374792,48.90995
"Bellis perennis",55563,"Bellis perennis",0,"accepted","Lawn daisy",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Asterales","","","","Asteraceae","Asteroideae","Astereae","Bellis","perennis","iNat:114482303","2022-05-01T11:56:00-07:00",,"Andrew Simon","false","research",25,2022-05-01 18:56:00,-123.374895,48.909887
"Sanicula crassicaulis",53201,"Sanicula crassicaulis",0,"accepted","Pacific Sanicle",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Apiales","","","","Apiaceae","Saniculoideae","Saniculeae","Sanicula","crassicaulis","iNat:114482311","2022-05-01T11:56:00-07:00",,"Andrew Simon","false","research",25,2022-05-01 18:56:00,-123.374867,48.90991
"Vaccinium ovatum",48349,"Vaccinium ovatum",0,"accepted","Evergreen Huckleberry",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Ericales","","","","Ericaceae","Vaccinioideae","Vaccinieae","Vaccinium","ovatum","iNat:114482312","2022-05-01T11:58:00-07:00",,"Andrew Simon","false","research",25,2022-05-01 18:58:00,-123.374915,48.910155
"Sanicula crassicaulis",53201,"Sanicula crassicaulis",0,"accepted","Pacific Sanicle",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Apiales","","","","Apiaceae","Saniculoideae","Saniculeae","Sanicula","crassicaulis","iNat:114482324","2022-05-01T11:58:00-07:00",,"Andrew Simon","false","research",25,2022-05-01 18:58:00,-123.375002,48.910075
"Haliaeetus leucocephalus",5305,"Haliaeetus leucocephalus",0,"accepted","Bald Eagle",,"Animalia","Chordata","Vertebrata","","Aves","","","Accipitriformes","","","","Accipitridae","Buteoninae","","Haliaeetus","leucocephalus","iNat:114482335","2022-05-01T12:03:00-07:00",,"Andrew Simon","false","research",49,2022-05-01 19:03:00,-123.374711,48.910408
"Gavia pacifica",4621,"Gavia pacifica",0,"accepted","Pacific Loon",,"Animalia","Chordata","Vertebrata","","Aves","","","Gaviiformes","","","","Gaviidae","","","Gavia","pacifica","iNat:114482341","2022-05-01T12:06:00-07:00",,"Andrew Simon","false","research",49,2022-05-01 19:06:00,-123.374711,48.910408
"Chroicocephalus philadelphia",144502,"Chroicocephalus philadelphia",0,"accepted","Bonaparte's Gull",,"Animalia","Chordata","Vertebrata","","Aves","","","Charadriiformes","","","","Laridae","Larinae","","Chroicocephalus","philadelphia","iNat:114482366","2022-05-01T12:10:00-07:00",,"Andrew Simon","false","research",49,2022-05-01 19:10:00,-123.374711,48.910408
"Clupeiformes",49235,"Clupeiformes",0,"accepted","Herrings",,"Animalia","Chordata","Vertebrata","","Actinopterygii","","","Clupeiformes","","","","","","","","","iNat:114482367","2022-05-01T12:12:00-07:00",,"Andrew Simon","false","needs_id",49,2022-05-01 19:12:00,-123.374711,48.910408
"Larus brachyrhynchus",1286964,"Larus brachyrhynchus",0,"accepted","Short-billed Gull",,"Animalia","Chordata","Vertebrata","","Aves","","","Charadriiformes","","","","Laridae","Larinae","","Larus","brachyrhynchus","iNat:114482368","2022-05-01T12:12:00-07:00",,"Andrew Simon","false","research",49,2022-05-01 19:12:00,-123.374711,48.910408
"Matricaria discoidea",52992,"Matricaria discoidea",0,"accepted","pineapple-weed",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Asterales","","","","Asteraceae","Asteroideae","Anthemideae","Matricaria","discoidea","iNat:114482375","2022-05-01T12:16:00-07:00",,"Andrew Simon","false","research",29,2022-05-01 19:16:00,-123.374702,48.908846
"Riccia sorocarpa",56420,"Riccia sorocarpa",0,"accepted","Common Crystalwort",,"Plantae","Marchantiophyta","","","Marchantiopsida","Marchantiidae","","Marchantiales","","","","Ricciaceae","","","Riccia","sorocarpa","iNat:114482379","2022-05-01T12:16:00-07:00",,"Andrew Simon","false","research",29,2022-05-01 19:16:00,-123.374702,48.908846
"Scleropodium",67913,"Scleropodium",0,"accepted","",,"Plantae","Bryophyta","","","Bryopsida","","","Hypnales","","","","Brachytheciaceae","","","Scleropodium","","iNat:119369406","2022-05-29T09:18:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-29 16:18:00,-123.311788,48.872272
"Grimmia lisae",163391,"Grimmia lisae",0,"accepted","",,"Plantae","Bryophyta","","","Bryopsida","","","Grimmiales","","","","Grimmiaceae","","","Grimmia","lisae","iNat:119369407","2022-05-29T09:20:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-29 16:20:00,-123.310968,48.871703
"Bromus hordeaceus",52703,"Bromus hordeaceus",0,"accepted","common soft brome",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","","Poaceae","Pooideae","Bromeae","Bromus","hordeaceus","iNat:119369409","2022-05-29T09:22:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-29 16:22:00,-123.310825,48.871698
"Trifolium willdenovii",57081,"Trifolium willdenovii",0,"accepted","tomcat clover",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Fabales","","","","Fabaceae","Faboideae","Trifolieae","Trifolium","willdenovii","iNat:119369412","2022-05-29T09:29:00-07:00",,"Andrew Simon","false","research",25,2022-05-29 16:29:00,-123.3108,48.871648
"Zonotrichia leucophrys",9176,"Zonotrichia leucophrys",0,"accepted","White-crowned Sparrow",,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Passerellidae","","","Zonotrichia","leucophrys","iNat:119369413","2022-05-29T09:29:00-07:00",,"Andrew Simon","false","research",23,2022-05-29 16:29:00,-123.310932,48.87201
"Brachythecium albicans",123771,"Brachythecium albicans",0,"accepted","Whitish Feather-moss",,"Plantae","Bryophyta","","","Bryopsida","","","Hypnales","","","","Brachytheciaceae","","","Brachythecium","albicans","iNat:119369414","2022-05-29T09:30:00-07:00",,"Andrew Simon","false","research",25,2022-05-29 16:30:00,-123.310742,48.871533
"Sonchus oleraceus",53294,"Sonchus oleraceus",0,"accepted","Common Sow-thistle",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Asterales","","","","Asteraceae","Cichorioideae","Cichorieae","Sonchus","oleraceus","iNat:119369415","2022-05-29T09:33:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-29 16:33:00,-123.310744,48.871536
"Sonchus oleraceus",53294,"Sonchus oleraceus",0,"accepted","Common Sow-thistle",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Asterales","","","","Asteraceae","Cichorioideae","Cichorieae","Sonchus","oleraceus","iNat:119369416","2022-05-29T09:34:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-29 16:34:00,-123.311056,48.871497
"Polytrichum piliferum",67905,"Polytrichum piliferum",0,"accepted","bristly haircap moss",,"Plantae","Bryophyta","","","Polytrichopsida","","","Polytrichales","","","","Polytrichaceae","","","Polytrichum","piliferum","iNat:119369417","2022-05-29T09:38:00-07:00",,"Andrew Simon","false","research",25,2022-05-29 16:38:00,-123.311225,48.871527
"Bombycilla cedrorum",7428,"Bombycilla cedrorum",0,"accepted","Cedar Waxwing",,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Bombycillidae","","","Bombycilla","cedrorum","iNat:119369418","2022-05-29T09:39:00-07:00",,"Andrew Simon","false","research",25,2022-05-29 16:39:00,-123.310778,48.87156
"Antitrichia curtipendula",126107,"Antitrichia curtipendula",0,"accepted","Pendulous Wing-moss",,"Plantae","Bryophyta","","","Bryopsida","","","Hypnales","","","","Antitrichiaceae","","","Antitrichia","curtipendula","iNat:119369419","2022-05-29T09:39:00-07:00",,"Andrew Simon","false","research",25,2022-05-29 16:39:00,-123.311232,48.871553
"Malacosoma californica",359294,"Malacosoma californica",0,"accepted","Western Tent Caterpillar Moth",,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Lasiocampoidea","Lasiocampidae","Malacosominae","","Malacosoma","californica","iNat:119373595","2022-05-29T09:39:00-07:00",,"Andrew Simon","false","research",10,2022-05-29 16:39:00,-123.310809,48.87155
"Formica fusca",69257,"Formica fusca",0,"accepted","",,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Formicoidea","Formicidae","Formicinae","Formicini","Formica","fusca","iNat:119369421","2022-05-29T09:40:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-29 16:40:00,-123.311239,48.871536
"Brachythecium albicans",123771,"Brachythecium albicans",0,"accepted","Whitish Feather-moss",,"Plantae","Bryophyta","","","Bryopsida","","","Hypnales","","","","Brachytheciaceae","","","Brachythecium","albicans","iNat:119369422","2022-05-29T09:40:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-29 16:40:00,-123.311228,48.871552
"Ceratodon purpureus",123117,"Ceratodon purpureus",0,"accepted","Redshank",,"Plantae","Bryophyta","","","Bryopsida","","","Dicranales","","","","Ditrichaceae","","","Ceratodon","purpureus","iNat:119369423","2022-05-29T09:44:00-07:00",,"Andrew Simon","false","research",25,2022-05-29 16:44:00,-123.31147,48.871562
"Haemorhous mexicanus",199840,"Haemorhous mexicanus",0,"accepted","House Finch",,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Fringillidae","","","Haemorhous","mexicanus","iNat:119369426","2022-05-29T09:45:00-07:00",,"Andrew Simon","false","research",25,2022-05-29 16:45:00,-123.311781,48.871693
"Racomitrium pacificum",167691,"Racomitrium pacificum",0,"accepted","",,"Plantae","Bryophyta","","","Bryopsida","","","Grimmiales","","","","Grimmiaceae","","","Racomitrium","pacificum","iNat:119369428","2022-05-29T09:45:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-29 16:45:00,-123.311455,48.871573
"Trifolium dubium",53313,"Trifolium dubium",0,"accepted","Lesser hop trefoil",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Fabales","","","","Fabaceae","Faboideae","Trifolieae","Trifolium","dubium","iNat:119369427","2022-05-29T09:47:00-07:00",,"Andrew Simon","false","research",25,2022-05-29 16:47:00,-123.311493,48.871605
"Cytisus scoparius",48538,"Cytisus scoparius",0,"accepted","Scotch Broom",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Fabales","","","","Fabaceae","Faboideae","Genisteae","Cytisus","scoparius","iNat:119369432","2022-05-29T09:49:00-07:00",,"Andrew Simon","false","research",25,2022-05-29 16:49:00,-123.31205,48.871587
"Ulex europaeus",51751,"Ulex europaeus",0,"accepted","gorse",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Fabales","","","","Fabaceae","Faboideae","Genisteae","Ulex","europaeus","iNat:119369433","2022-05-29T09:49:00-07:00",,"Andrew Simon","false","research",25,2022-05-29 16:49:00,-123.31205,48.871587
"Lonicera hispidula",53416,"Lonicera hispidula",0,"accepted","Pink Honeysuckle",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Dipsacales","","","","Caprifoliaceae","Caprifolioideae","","Lonicera","hispidula","iNat:119369447","2022-05-29T09:49:00-07:00",,"Andrew Simon","false","research",25,2022-05-29 16:49:00,-123.31206,48.871617
"Geranium molle",53076,"Geranium molle",0,"accepted","Dove's-foot crane's-bill",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Geraniales","","","","Geraniaceae","","","Geranium","molle","iNat:119369448","2022-05-29T09:49:00-07:00",,"Andrew Simon","false","research",25,2022-05-29 16:49:00,-123.31205,48.871587
"Vicia sativa",53324,"Vicia sativa",0,"accepted","Common Vetch",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Fabales","","","","Fabaceae","Faboideae","Fabeae","Vicia","sativa","iNat:119369449","2022-05-29T09:51:00-07:00",,"Andrew Simon","false","research",25,2022-05-29 16:51:00,-123.312312,48.871725
"Melospiza melodia",9100,"Melospiza melodia",0,"accepted","Song Sparrow",,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Passerellidae","","","Melospiza","melodia","iNat:119369450","2022-05-29T09:54:00-07:00",,"Andrew Simon","false","research",25,2022-05-29 16:54:00,-123.312474,48.872237
"Setophaga coronata",145245,"Setophaga coronata",0,"accepted","Yellow-rumped Warbler",,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Parulidae","","","Setophaga","coronata","iNat:119369451","2022-05-29T09:57:00-07:00",,"Andrew Simon","false","research",25,2022-05-29 16:57:00,-123.312474,48.872237
"Polytrichum commune",68293,"Polytrichum commune",0,"accepted","Common Haircap Moss",,"Plantae","Bryophyta","","","Polytrichopsida","","","Polytrichales","","","","Polytrichaceae","","","Polytrichum","commune","iNat:119369452","2022-05-29T10:01:00-07:00",,"Andrew Simon","false","research",25,2022-05-29 17:01:00,-123.3124,48.872397
"Rumex acetosella",53195,"Rumex acetosella",0,"accepted","Sheep's sorrel",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Caryophyllales","","","","Polygonaceae","Polygonoideae","Rumiceae","Rumex","acetosella","iNat:119369453","2022-05-29T10:03:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-29 17:03:00,-123.312606,48.872403
"Sarcophaga",1070571,"Sarcophaga",0,"accepted","Cryptic carnaria-group Flesh Flies",,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Brachycera","Cyclorrhapha","Oestroidea","Sarcophagidae","Sarcophaginae","","Sarcophaga","","iNat:119369455","2022-05-29T10:04:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-29 17:04:00,-123.312855,48.872435
"Lophocampa argentata",84792,"Lophocampa argentata",0,"accepted","Silver-spotted Tiger Moth",,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Noctuoidea","Erebidae","Arctiinae","Arctiini","Lophocampa","argentata","iNat:119369456","2022-05-29T10:04:00-07:00",,"Andrew Simon","false","research",25,2022-05-29 17:04:00,-123.312758,48.872552
"Anthriscus caucalis",52846,"Anthriscus caucalis",0,"accepted","Bur Parsley",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Apiales","","","","Apiaceae","Apioideae","Scandiceae","Anthriscus","caucalis","iNat:119369457","2022-05-29T10:18:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-29 17:18:00,-123.314365,48.873137
"Plantago lanceolata",53178,"Plantago lanceolata",0,"accepted","ribwort plantain",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Plantaginaceae","","Plantagineae","Plantago","lanceolata","iNat:119369459","2022-05-29T10:18:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-29 17:18:00,-123.315205,48.873572
"Fragaria vesca",50298,"Fragaria vesca",0,"accepted","woodland strawberry",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Rosales","","","","Rosaceae","Rosoideae","Potentilleae","Fragaria","vesca","iNat:119369460","2022-05-29T10:19:00-07:00",,"Andrew Simon","false","research",25,2022-05-29 17:19:00,-123.315488,48.87361
"Lolium arundinaceum",164708,"Lolium arundinaceum",0,"accepted","tall fescue",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","","Poaceae","Pooideae","Poeae","Lolium","arundinaceum","iNat:119369461","2022-05-29T10:21:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-29 17:21:00,-123.315802,48.873443
"Holcus lanatus",52793,"Holcus lanatus",0,"accepted","Yorkshire fog",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","","Poaceae","Pooideae","Poeae","Holcus","lanatus","iNat:119369464","2022-05-29T10:23:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-29 17:23:00,-123.315945,48.872992
"Phalaris arundinacea",63337,"Phalaris arundinacea",0,"accepted","reed canary grass",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","","Poaceae","Pooideae","Poeae","Phalaris","arundinacea","iNat:119369465","2022-05-29T10:23:00-07:00",,"Andrew Simon","false","research",25,2022-05-29 17:23:00,-123.315963,48.872998
"Holcus lanatus",52793,"Holcus lanatus",0,"accepted","Yorkshire fog",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","","Poaceae","Pooideae","Poeae","Holcus","lanatus","iNat:119369466","2022-05-29T10:24:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-29 17:24:00,-123.315958,48.872977
"Trifolium repens",55745,"Trifolium repens",0,"accepted","white clover",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Fabales","","","","Fabaceae","Faboideae","Trifolieae","Trifolium","repens","iNat:119369468","2022-05-29T10:25:00-07:00",,"Andrew Simon","false","research",25,2022-05-29 17:25:00,-123.315947,48.872925
"Turdus migratorius",12727,"Turdus migratorius",0,"accepted","American Robin",,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Turdidae","","","Turdus","migratorius","iNat:119369469","2022-05-29T10:27:00-07:00",,"Andrew Simon","false","research",25,2022-05-29 17:27:00,-123.316706,48.872482
"Molothrus ater",10373,"Molothrus ater",0,"accepted","Brown-headed Cowbird",,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Icteridae","","","Molothrus","ater","iNat:119369470","2022-05-29T10:29:00-07:00",,"Andrew Simon","false","research",25,2022-05-29 17:29:00,-123.316706,48.872482
"Molothrus ater",10373,"Molothrus ater",0,"accepted","Brown-headed Cowbird",,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Icteridae","","","Molothrus","ater","iNat:119369471","2022-05-29T10:30:00-07:00",,"Andrew Simon","false","research",25,2022-05-29 17:30:00,-123.316001,48.872022
"Poa pratensis",60307,"Poa pratensis",0,"accepted","Smooth Meadow-grass",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","","Poaceae","Pooideae","Poeae","Poa","pratensis","iNat:119369473","2022-05-29T10:33:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-29 17:33:00,-123.315928,48.872687
"Crataegus monogyna",51147,"Crataegus monogyna",0,"accepted","common hawthorn",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Rosales","","","","Rosaceae","Amygdaloideae","Maleae","Crataegus","monogyna","iNat:119369475","2022-05-29T10:36:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-29 17:36:00,-123.315952,48.872672
"Bombus vosnesenskii",57689,"Bombus vosnesenskii",0,"accepted","Yellow-faced Bumble Bee",,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus","vosnesenskii","iNat:119369476","2022-05-29T10:38:00-07:00",,"Andrew Simon","false","research",25,2022-05-29 17:38:00,-123.315938,48.872748
"Bombus mixtus",319125,"Bombus mixtus",0,"accepted","Fuzzy-Horned Bumble Bee",,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus","mixtus","iNat:119369483","2022-05-29T10:39:00-07:00",,"Andrew Simon","false","research",25,2022-05-29 17:39:00,-123.315952,48.872668
"Andrena",571358,"Andrena",0,"accepted","",,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Andrenidae","Andreninae","Andrenini","Andrena","","iNat:119369484","2022-05-29T10:39:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-29 17:39:00,-123.315938,48.872748
"Bombus melanopygus",130222,"Bombus melanopygus",0,"accepted","Black-tailed Bumble Bee",,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus","melanopygus","iNat:119369485","2022-05-29T10:39:00-07:00",,"Andrew Simon","false","research",25,2022-05-29 17:39:00,-123.315927,48.872745
"Ranunculus repens",48229,"Ranunculus repens",0,"accepted","Creeping buttercup",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Ranunculales","","","","Ranunculaceae","Ranunculoideae","Ranunculeae","Ranunculus","repens","iNat:119369488","2022-05-29T10:40:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-29 17:40:00,-123.315445,48.871847
"Phalaris arundinacea",63337,"Phalaris arundinacea",0,"accepted","reed canary grass",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","","Poaceae","Pooideae","Poeae","Phalaris","arundinacea","iNat:119369489","2022-05-29T10:49:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-29 17:49:00,-123.314812,48.87161
"Phragmidium rosae-multiflorae",496216,"Phragmidium rosae-multiflorae",0,"accepted","Multiflora rose rust",,"Fungi","Basidiomycota","Pucciniomycotina","","Pucciniomycetes","","","Pucciniales","Uredinineae","","","Phragmidiaceae","","","Phragmidium","rosae-multiflorae","iNat:119369490","2022-05-29T10:51:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-29 17:51:00,-123.31553,48.871872
"Rosa nutkana",78883,"Rosa nutkana",0,"accepted","Nootka rose",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Rosales","","","","Rosaceae","Rosoideae","Roseae","Rosa","nutkana","iNat:119369491","2022-05-29T10:51:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-29 17:51:00,-123.31553,48.871872
